CustomerID,Total_Spend,Orders,Quantity,Last_Date,Recency,Avg_Basket,Cluster,Anomaly
12890.0,376.71999999999997,1,256,15-11-2011 17:26,23,256.0,0,1
12891.0,331.0,3,950,20-02-2011 11:28,292,316.6666666666667,1,1
12893.0,176.55,1,90,09-11-2011 12:34,30,90.0,0,1
12895.0,372.8,2,210,28-10-2011 13:51,41,105.0,0,1
12897.0,216.5,2,110,19-05-2011 12:13,204,55.0,1,1
12901.0,17654.54,28,23075,29-11-2011 14:08,9,824.1071428571429,0,-1
12902.0,138.68,1,66,20-03-2011 12:06,264,66.0,1,1
12904.0,496.06,2,294,21-11-2011 14:34,17,147.0,0,1
12906.0,2919.81,5,1749,28-11-2011 09:55,11,349.8,0,1
12908.0,750.0,2,1200,31-01-2011 12:37,312,600.0,1,1
12909.0,2178.67,5,1280,31-10-2011 12:43,39,256.0,0,1
12910.0,3075.04,8,1692,28-07-2011 14:36,133,211.5,0,1
12912.0,1662.3,5,670,30-10-2011 11:35,40,134.0,0,1
12913.0,2483.63,5,1419,24-11-2011 10:39,15,283.8,0,1
12915.0,363.65,2,93,14-07-2011 11:34,148,46.5,0,1
12916.0,2944.95,4,1083,27-03-2011 10:54,257,270.75,1,1
12917.0,594.0,1,120,03-08-2011 16:42,127,120.0,0,1
12919.0,1335.19,6,673,23-11-2011 10:38,16,112.16666666666667,0,1
12920.0,162.78,1,128,22-11-2011 15:05,16,128.0,0,1
12921.0,16587.09,37,9526,30-11-2011 16:22,8,257.4594594594595,0,-1
12922.0,405.38,1,370,01-07-2011 15:35,160,370.0,1,1
12923.0,172.82,1,68,06-10-2011 16:20,63,68.0,0,1
12924.0,933.7,4,481,25-05-2011 13:35,197,120.25,1,1
12925.0,694.05,2,541,26-09-2011 11:05,74,270.5,0,1
12928.0,2062.7000000000003,5,1472,25-10-2011 09:31,45,294.4,0,1
12929.0,117.85,1,37,01-02-2011 12:08,311,37.0,1,1
12930.0,415.8,2,252,22-09-2011 15:18,77,126.0,0,1
12931.0,42055.96,15,28004,30-08-2011 11:54,101,1866.9333333333334,3,-1
12933.0,607.53,3,499,21-06-2011 16:13,170,166.33333333333334,1,1
12935.0,2160.7,7,1853,24-01-2011 13:58,318,264.7142857142857,1,1
12936.0,1063.9,4,559,22-11-2011 17:32,16,139.75,0,1
12937.0,1504.27,4,1007,29-09-2011 14:38,70,251.75,0,1
12938.0,114.14,1,140,14-11-2011 11:21,25,140.0,0,1
12939.0,11581.8,8,4876,24-07-2011 12:51,137,609.5,0,1
12940.0,899.69,2,404,16-10-2011 12:09,54,202.0,0,1
12942.0,675.6,3,198,31-07-2011 14:39,130,66.0,0,1
12944.0,604.51,2,289,20-12-2010 10:41,354,144.5,1,1
12945.0,462.95,1,165,24-02-2011 14:15,287,165.0,1,1
12947.0,1603.99,6,1165,19-07-2011 10:06,143,194.16666666666666,0,1
12948.0,2064.95,7,1080,26-10-2011 16:25,43,154.28571428571428,0,1
12949.0,4167.22,8,2381,17-08-2011 15:11,113,297.625,0,1
12950.0,1843.0,3,1380,15-11-2011 13:48,23,460.0,0,1
12951.0,1064.07,6,503,24-01-2011 10:05,319,83.83333333333333,1,1
12952.0,1387.79,4,653,27-10-2011 17:00,42,163.25,0,1
12953.0,329.85,1,84,30-11-2011 09:24,9,84.0,0,1
12955.0,4757.16,11,3664,24-06-2011 10:26,168,333.09090909090907,0,1
12956.0,108.07,1,34,06-02-2011 16:08,305,34.0,1,1
12957.0,4017.54,8,2549,30-11-2011 09:53,9,318.625,0,1
12962.0,266.39,2,129,18-08-2011 13:38,112,64.5,0,1
12963.0,1856.63,8,881,29-11-2011 16:44,9,110.125,0,1
12965.0,769.8100000000001,1,282,11-09-2011 15:31,88,282.0,0,1
12966.0,160.18,1,75,30-11-2011 12:38,9,75.0,0,1
12967.0,1660.9,2,438,16-12-2010 19:10,357,219.0,1,1
12968.0,135.95,1,73,19-08-2011 15:44,111,73.0,0,1
12970.0,405.47,4,268,21-01-2011 14:21,321,67.0,1,1
12971.0,11189.91,86,9289,30-10-2011 13:36,39,108.01162790697674,3,-1
12974.0,144.8,1,24,26-05-2011 09:33,197,24.0,1,1
12976.0,738.6,1,561,12-05-2011 09:55,211,561.0,1,1
12977.0,39.239999999999995,1,12,06-07-2011 16:40,155,12.0,0,1
12980.0,7374.900000000001,9,886,23-02-2011 08:46,289,98.44444444444444,1,1
12981.0,372.21999999999997,2,242,29-07-2011 14:14,132,121.0,0,1
12982.0,390.54,1,288,11-04-2011 11:51,242,288.0,1,1
12984.0,97.5,1,26,21-11-2011 12:37,18,26.0,0,1
12985.0,1239.38,2,1533,11-11-2011 12:44,28,766.5,0,1
12987.0,558.7,2,219,27-09-2011 12:03,73,109.5,0,1
12988.0,505.82,1,126,20-02-2011 14:31,291,126.0,1,1
12989.0,6924.110000000001,15,2943,23-05-2011 15:00,199,196.2,1,1
12990.0,409.5,3,200,08-11-2011 13:01,30,66.66666666666667,0,1
12991.0,503.76,2,405,19-08-2011 14:39,111,202.5,0,1
12993.0,414.76,4,240,16-11-2011 15:49,22,60.0,0,1
12994.0,974.4200000000001,3,459,16-03-2011 08:31,268,153.0,1,1
12995.0,211.32,1,108,15-09-2011 15:44,84,108.0,0,1
12997.0,1226.89,4,664,26-01-2011 15:49,316,166.0,1,1
12999.0,455.88,3,342,27-05-2011 13:24,195,114.0,1,1
13000.0,534.85,3,379,25-08-2011 10:43,106,126.33333333333333,0,1
13001.0,9785.970000000001,13,5490,30-03-2011 14:51,253,422.3076923076923,1,1
13002.0,120.94999999999999,1,73,25-01-2011 15:18,317,73.0,1,1
13003.0,149.05,3,103,26-08-2011 10:50,105,34.333333333333336,0,1
13004.0,5655.91,18,4822,29-07-2011 16:24,132,267.8888888888889,0,1
13005.0,513.7,2,172,19-06-2011 10:53,173,86.0,1,1
13006.0,81.57,1,55,14-10-2011 13:49,55,55.0,0,1
13008.0,229.46999999999997,1,175,20-01-2011 14:24,322,175.0,1,1
13011.0,50.550000000000004,1,13,02-12-2010 17:22,371,13.0,1,1
13012.0,1646.8400000000001,8,820,30-11-2011 13:05,8,102.5,0,1
13013.0,4810.9400000000005,13,2224,28-07-2011 09:19,134,171.07692307692307,0,1
13014.0,3466.2799999999997,10,905,29-11-2011 12:27,10,90.5,0,1
13015.0,3339.64,5,1609,26-05-2011 16:25,196,321.8,1,1
13016.0,789.89,3,527,27-09-2011 14:08,72,175.66666666666666,0,1
13017.0,204.0,1,48,02-12-2011 15:53,6,48.0,0,1
13018.0,7277.7,28,5435,31-07-2011 11:46,131,194.10714285714286,0,-1
13021.0,2616.38,9,1352,30-09-2011 15:03,69,150.22222222222223,0,1
13023.0,689.9,2,286,06-10-2011 16:27,63,143.0,0,1
13026.0,975.36,5,1620,09-03-2011 11:35,275,324.0,1,1
13027.0,6912.0,6,17280,20-12-2010 12:45,354,2880.0,1,-1
13028.0,661.3199999999999,2,798,25-10-2011 14:09,44,399.0,0,1
13029.0,1247.5,3,134,24-07-2011 11:37,138,44.666666666666664,0,1
13030.0,752.4399999999999,2,348,28-11-2011 14:30,10,174.0,0,1
13032.0,1010.18,2,375,18-10-2011 15:54,51,187.5,0,1
13033.0,190.55,1,83,17-12-2010 14:23,356,83.0,1,1
13034.0,642.77,2,369,16-10-2011 12:21,54,184.5,0,1
13035.0,921.88,2,644,27-09-2011 08:57,73,322.0,0,1
13037.0,881.07,3,431,28-03-2011 15:42,255,143.66666666666666,1,1
13038.0,908.46,3,360,22-02-2011 11:43,290,120.0,1,1
13040.0,676.99,2,355,06-11-2011 13:53,32,177.5,0,1
13043.0,516.42,1,254,11-03-2011 14:52,272,254.0,1,1
13044.0,560.47,1,429,21-02-2011 15:20,290,429.0,1,1
13045.0,305.28000000000003,1,221,01-09-2011 15:04,98,221.0,0,1
13046.0,629.31,2,264,18-03-2011 15:43,265,132.0,1,1
13047.0,3237.54,10,1391,30-03-2011 13:28,253,139.1,1,1
13048.0,1819.41,4,1228,25-11-2011 13:23,13,307.0,0,1
13049.0,656.6800000000001,2,268,25-01-2011 16:33,317,134.0,1,1
13050.0,5836.86,17,3748,25-11-2011 09:18,14,220.47058823529412,0,1
13052.0,348.15000000000003,1,222,11-05-2011 14:12,211,222.0,1,1
13055.0,1214.41,3,894,22-09-2011 14:26,77,298.0,0,1
13058.0,271.40000000000003,3,52,15-11-2011 12:43,24,17.333333333333332,0,1
13059.0,183.4,1,35,04-04-2011 10:40,249,35.0,1,1
13060.0,307.53,1,123,31-03-2011 11:37,253,123.0,1,1
13061.0,248.61,1,107,28-09-2011 16:04,71,107.0,0,1
13062.0,346.98,1,343,01-06-2011 15:12,190,343.0,1,1
13064.0,1105.59,4,514,27-11-2011 12:31,12,128.5,0,1
13065.0,205.86,1,74,01-12-2010 16:52,372,74.0,1,1
13066.0,470.8,2,322,15-11-2011 12:57,23,161.0,0,1
13067.0,115.46000000000001,1,32,18-09-2011 13:38,81,32.0,0,1
13068.0,344.0,2,200,29-11-2011 15:00,9,100.0,0,1
13069.0,4431.44,24,5873,25-11-2011 15:47,13,244.70833333333334,0,1
13070.0,228.8,1,110,31-05-2011 13:45,191,110.0,1,1
13072.0,177.15,1,69,18-03-2011 08:12,266,69.0,1,1
13075.0,919.61,1,485,02-08-2011 10:19,129,485.0,0,1
13077.0,728.02,4,862,22-02-2011 16:19,289,215.5,1,1
13078.0,12627.94,26,5630,30-03-2011 10:46,254,216.53846153846155,1,-1
13079.0,220.10000000000002,5,62,25-09-2011 13:47,74,12.4,0,1
13080.0,58.08,1,120,13-06-2011 14:59,178,120.0,1,1
13081.0,28337.38,11,19068,28-11-2011 10:54,11,1733.4545454545455,0,-1
13082.0,3613.63,9,4324,30-03-2011 14:06,253,480.44444444444446,1,1
13083.0,303.75,2,187,25-09-2011 10:46,75,93.5,0,1
13085.0,416.08000000000004,2,216,17-02-2011 13:57,294,108.0,1,1
13089.0,58762.08,97,31025,31-08-2011 13:56,99,319.8453608247423,3,-1
13090.0,8910.82,14,2263,26-07-2011 14:51,135,161.64285714285714,0,1
13091.0,345.82,1,466,11-11-2011 15:54,27,466.0,0,1
13092.0,477.83,5,279,30-09-2011 11:18,70,55.8,0,1
13093.0,7832.47,8,3961,25-02-2011 13:09,286,495.125,1,1
13094.0,1927.3200000000002,12,1716,20-09-2011 14:57,79,143.0,0,1
13095.0,74.39999999999999,1,144,30-09-2011 12:03,70,144.0,0,1
13097.0,6003.22,10,2360,25-03-2011 11:41,259,236.0,1,1
13098.0,28882.44,28,15968,30-11-2011 10:18,9,570.2857142857143,0,-1
13099.0,207.35999999999999,1,288,01-09-2011 17:40,98,288.0,0,1
13101.0,101.19,1,113,19-04-2011 14:37,233,113.0,1,1
13102.0,6424.09,24,4204,29-07-2011 12:03,133,175.16666666666666,0,1
13103.0,243.94,1,82,31-10-2011 09:38,39,82.0,0,1
13104.0,1098.48,6,504,29-07-2011 15:25,132,84.0,0,1
13106.0,76.5,1,18,29-07-2011 15:12,132,18.0,0,1
13107.0,1531.6200000000001,4,1293,26-10-2011 14:52,43,323.25,0,1
13108.0,350.06,1,298,02-12-2010 10:35,372,298.0,1,1
13109.0,786.54,2,520,11-10-2011 10:16,59,260.0,0,1
13110.0,1488.67,7,388,27-03-2011 16:08,256,55.42857142857143,1,1
13113.0,12245.960000000001,24,3045,31-05-2011 11:09,192,126.875,1,1
13115.0,2294.78,4,1567,28-11-2011 12:38,11,391.75,0,1
13116.0,501.14,1,291,24-07-2011 14:33,137,291.0,0,1
13117.0,984.91,8,945,24-01-2011 15:48,318,118.125,1,1
13118.0,1197.81,5,410,31-03-2011 19:12,252,82.0,1,1
13120.0,30.599999999999998,1,12,15-04-2011 10:19,238,12.0,1,1
13121.0,283.73,1,252,15-03-2011 16:47,268,252.0,1,1
13122.0,922.39,2,585,13-04-2011 14:12,239,292.5,1,1
13124.0,3756.33,3,2119,15-12-2010 15:00,358,706.3333333333334,1,1
13126.0,2099.64,8,2143,31-03-2011 16:40,252,267.875,1,1
13127.0,259.17,1,127,23-09-2011 10:26,77,127.0,0,1
13130.0,64.0,1,32,06-09-2011 15:30,93,32.0,0,1
13131.0,1073.3,3,447,29-09-2011 17:16,70,149.0,0,1
13132.0,77.3,1,20,23-03-2011 12:44,261,20.0,1,1
13133.0,109.8,2,32,11-03-2011 10:31,273,16.0,1,1
13134.0,1793.58,4,1059,19-04-2011 16:37,233,264.75,1,1
13135.0,3096.0,1,4300,27-05-2011 10:52,196,4300.0,1,1
13136.0,2607.61,5,1328,20-07-2011 12:01,142,265.6,0,1
13137.0,3603.29,8,2204,30-10-2011 12:26,40,275.5,0,1
13138.0,962.39,6,473,29-07-2011 13:34,132,78.83333333333333,0,1
13139.0,5064.94,7,2425,28-09-2011 13:13,71,346.42857142857144,0,1
13140.0,422.47,3,185,23-08-2011 15:33,107,61.666666666666664,0,1
13141.0,2388.75,5,1548,28-01-2011 14:42,314,309.6,1,1
13142.0,307.09,1,258,20-11-2011 16:07,18,258.0,0,1
13144.0,110.95,1,21,11-01-2011 11:15,332,21.0,1,1
13145.0,618.52,4,145,31-10-2011 12:45,39,36.25,0,1
13146.0,228.91,1,154,13-11-2011 15:29,25,154.0,0,1
13147.0,712.8000000000001,4,144,29-11-2011 13:59,9,36.0,0,1
13148.0,3683.26,12,1965,30-01-2011 15:22,312,163.75,1,1
13149.0,1676.06,4,1280,25-11-2011 13:09,13,320.0,0,1
13151.0,1257.8700000000001,1,363,17-02-2011 12:29,295,363.0,1,1
13153.0,486.22,1,418,04-12-2011 12:14,5,418.0,0,1
13155.0,971.76,4,497,21-09-2011 10:27,79,124.25,0,1
13157.0,1741.22,4,1439,21-10-2011 13:50,48,359.75,0,1
13158.0,1201.06,4,784,25-01-2011 09:58,318,196.0,1,1
13159.0,1429.35,4,1058,25-08-2011 15:12,105,264.5,0,1
13160.0,91.8,1,56,17-11-2011 13:07,21,56.0,0,1
13161.0,112.75,1,29,30-01-2011 14:03,312,29.0,1,1
13162.0,1688.29,4,1713,20-04-2011 15:38,232,428.25,1,1
13165.0,1021.48,2,1376,24-10-2011 15:05,45,688.0,0,1
13166.0,417.2,1,216,01-03-2011 15:16,282,216.0,1,1
13167.0,791.33,4,785,21-11-2011 12:24,18,196.25,0,1
13168.0,1299.59,4,670,25-01-2011 13:55,317,167.5,1,1
13169.0,712.88,2,272,07-10-2011 12:11,63,136.0,0,1
13170.0,108.81,1,141,13-11-2011 12:19,26,141.0,0,1
13171.0,468.41,3,229,21-10-2011 16:18,48,76.33333333333333,0,1
13173.0,353.65,2,277,07-12-2010 14:30,366,138.5,1,1
13174.0,2742.82,3,1352,27-01-2011 15:36,315,450.6666666666667,1,1
13176.0,481.49,1,448,24-10-2011 15:43,45,448.0,0,1
13177.0,282.45,1,91,06-10-2011 09:56,64,91.0,0,1
13178.0,5725.47,11,3570,29-07-2011 13:37,132,324.54545454545456,0,1
13182.0,121.18,1,201,25-10-2011 13:46,44,201.0,0,1
13183.0,3957.78,9,2208,30-08-2011 16:53,100,245.33333333333334,0,1
13184.0,1668.95,10,1662,26-04-2011 14:19,226,166.2,1,1
13185.0,71.4,1,12,17-03-2011 11:56,267,12.0,1,1
13186.0,1575.89,3,820,31-10-2011 11:40,39,273.3333333333333,0,1
13187.0,236.02,1,95,06-01-2011 18:57,336,95.0,1,1
13188.0,114.60000000000001,1,25,28-11-2011 15:28,10,25.0,0,1
13189.0,260.68,2,842,21-11-2011 10:39,18,421.0,0,1
13192.0,911.94,2,595,18-05-2011 14:57,204,297.5,1,1
13193.0,112.08,1,46,09-10-2011 14:30,60,46.0,0,1
13194.0,60.7,1,26,27-07-2011 09:01,135,26.0,0,1
13196.0,1797.78,4,1224,28-11-2011 13:54,10,306.0,0,1
13198.0,3401.2400000000002,6,2648,29-11-2011 15:17,9,441.3333333333333,0,1
13199.0,9817.12,38,6176,29-11-2011 14:00,9,162.52631578947367,0,-1
13200.0,870.09,4,516,26-09-2011 14:00,73,129.0,0,1
13203.0,869.46,4,800,31-10-2011 13:43,38,200.0,0,1
13207.0,250.26000000000002,2,130,24-11-2011 14:52,14,65.0,0,1
13208.0,1217.65,6,803,17-05-2011 12:25,206,133.83333333333334,1,1
13209.0,5891.61,8,4253,26-04-2011 11:04,227,531.625,1,1
13210.0,353.48,1,316,07-09-2011 08:18,93,316.0,0,1
13211.0,1095.42,3,834,29-11-2011 14:43,9,278.0,0,1
13212.0,786.83,3,309,20-11-2011 12:40,19,103.0,0,1
13213.0,1520.58,5,1360,24-05-2011 15:33,198,272.0,1,1
13216.0,333.74,1,297,17-03-2011 12:18,267,297.0,1,1
13217.0,533.98,3,262,31-07-2011 10:43,131,87.33333333333333,0,1
13218.0,62.63999999999999,1,88,04-08-2011 16:59,126,88.0,0,1
13220.0,819.2900000000001,4,196,22-09-2011 13:38,77,49.0,0,1
13221.0,847.41,2,244,15-12-2010 13:24,358,122.0,1,1
13223.0,163.20000000000002,2,88,23-05-2011 13:03,199,44.0,1,1
13224.0,2155.95,2,1518,11-07-2011 14:10,150,759.0,0,1
13225.0,6463.84,7,3416,27-05-2011 12:38,196,488.0,1,1
13226.0,108.21000000000001,1,80,11-03-2011 14:35,272,80.0,1,1
13227.0,257.7,1,99,22-05-2011 11:47,201,99.0,1,1
13228.0,358.0,1,200,19-09-2011 14:28,80,200.0,0,1
13229.0,160.95,1,63,28-04-2011 12:07,225,63.0,1,1
13230.0,2755.63,14,1638,26-04-2011 14:47,226,117.0,1,1
13232.0,1328.35,7,773,27-11-2011 10:39,12,110.42857142857143,0,1
13233.0,605.12,2,1004,26-09-2011 13:25,73,502.0,0,1
13235.0,1031.07,1,441,11-05-2011 17:13,211,441.0,1,1
13236.0,744.85,2,416,25-08-2011 08:58,106,208.0,0,1
13238.0,700.73,4,298,29-06-2011 12:12,163,74.5,1,1
13239.0,329.56,1,327,23-03-2011 10:25,261,327.0,1,1
13240.0,663.65,4,298,27-03-2011 15:33,256,74.5,1,1
13242.0,270.40000000000003,3,130,19-08-2011 12:53,111,43.333333333333336,0,1
13243.0,585.12,1,232,20-05-2011 13:14,202,232.0,1,1
13244.0,121.74000000000001,1,38,08-09-2011 11:46,92,38.0,0,1
13245.0,430.5,1,125,20-10-2011 11:40,50,125.0,0,1
13246.0,1961.52,6,1587,21-11-2011 16:50,17,264.5,0,1
13247.0,501.12,4,328,22-11-2011 10:59,17,82.0,0,1
13248.0,465.68,2,305,07-08-2011 12:40,124,152.5,0,1
13249.0,711.41,3,546,23-03-2011 15:26,260,182.0,1,1
13253.0,1030.4,2,1572,06-07-2011 10:09,156,786.0,0,1
13255.0,399.51,2,177,30-11-2011 13:14,8,88.5,0,1
13258.0,672.83,3,282,28-11-2011 09:31,11,94.0,0,1
13259.0,283.18,1,126,09-10-2011 10:48,61,126.0,0,1
13260.0,557.62,1,142,09-10-2011 13:21,60,142.0,0,1
13261.0,944.1,2,210,27-02-2011 10:41,285,105.0,1,1
13262.0,200.29,1,125,21-03-2011 15:06,262,125.0,1,1
13263.0,7436.93,35,4768,30-09-2011 10:45,70,136.22857142857143,0,-1
13265.0,2092.66,5,1740,17-10-2011 15:02,52,348.0,0,1
13266.0,3834.2599999999998,12,4428,28-11-2011 14:39,10,369.0,0,1
13267.0,4521.49,19,1969,24-05-2011 10:35,199,103.63157894736842,1,1
13268.0,3174.75,11,3624,30-03-2011 16:52,253,329.45454545454544,1,1
13269.0,5343.28,15,3513,28-11-2011 13:11,10,234.2,0,1
13270.0,590.0,1,200,08-12-2010 14:53,365,200.0,1,1
13271.0,211.49,1,240,02-11-2011 14:31,36,240.0,0,1
13272.0,276.56,2,96,11-09-2011 12:06,89,48.0,0,1
13273.0,138.98,1,153,18-08-2011 14:02,112,153.0,0,1
13276.0,590.9300000000001,2,161,07-10-2011 12:44,63,80.5,0,1
13277.0,258.4,4,176,29-07-2011 10:06,133,44.0,0,1
13278.0,542.73,1,537,30-10-2011 11:49,40,537.0,0,1
13279.0,137.75,1,73,22-09-2011 17:24,77,73.0,0,1
13280.0,798.46,3,518,27-01-2011 16:29,315,172.66666666666666,1,1
13282.0,1132.14,3,307,30-06-2011 13:17,161,102.33333333333333,1,1
13283.0,93.66,2,90,11-10-2011 09:50,59,45.0,0,1
13284.0,201.19,1,91,13-01-2011 09:23,330,91.0,1,1
13285.0,2709.12,4,2051,27-04-2011 13:03,225,512.75,1,1
13291.0,361.11,1,233,07-07-2011 10:36,155,233.0,0,1
13292.0,578.9399999999999,2,347,28-02-2011 15:00,283,173.5,1,1
13294.0,873.74,2,453,04-04-2011 12:37,249,226.5,1,1
13295.0,201.20000000000002,1,82,15-12-2010 11:21,359,82.0,1,1
13296.0,87.4,1,78,25-07-2011 13:46,136,78.0,0,1
13297.0,2089.85,4,963,16-11-2011 09:28,23,240.75,0,1
13298.0,360.0,1,96,08-12-2011 13:11,0,96.0,0,1
13299.0,142.5,1,30,16-03-2011 12:55,267,30.0,1,1
13300.0,371.89,1,203,23-06-2011 13:09,168,203.0,1,1
13301.0,618.09,4,345,28-08-2011 11:25,103,86.25,0,1
13302.0,63.75,1,5,07-07-2011 17:56,154,5.0,0,1
13304.0,300.42,1,238,23-12-2010 14:35,350,238.0,1,1
13305.0,2000.86,10,1232,18-11-2011 11:07,21,123.2,0,1
13307.0,15.0,1,4,11-08-2011 17:14,119,4.0,0,1
13308.0,1385.51,3,843,20-05-2011 13:13,202,281.0,1,1
13309.0,1456.79,5,1544,25-10-2011 13:16,44,308.8,0,1
13310.0,1132.03,3,587,19-01-2011 14:50,323,195.66666666666666,1,1
13311.0,598.57,2,305,12-07-2011 14:26,149,152.5,0,1
13313.0,1555.32,5,851,21-07-2011 18:19,140,170.2,0,1
13314.0,775.94,3,560,27-09-2011 10:20,73,186.66666666666666,0,1
13316.0,5732.93,4,5508,31-07-2011 11:48,131,1377.0,0,1
13317.0,2273.68,6,1035,25-05-2011 10:35,198,172.5,1,1
13318.0,640.76,3,304,08-12-2011 18:51,0,101.33333333333333,0,1
13319.0,10845.550000000001,26,4724,28-07-2011 12:57,133,181.69230769230768,0,-1
13320.0,1532.2,4,1086,25-08-2011 12:10,106,271.5,0,1
13321.0,567.36,2,372,28-09-2011 15:24,71,186.0,0,1
13322.0,199.48000000000002,1,117,22-11-2011 14:21,16,117.0,0,1
13323.0,787.85,5,175,18-11-2011 10:24,21,35.0,0,1
13324.0,7121.95,10,5205,31-01-2011 10:13,312,520.5,1,1
13325.0,675.3,1,240,19-09-2011 10:36,81,240.0,0,1
13327.0,3627.77,8,1600,25-03-2011 13:35,258,200.0,1,1
13328.0,1308.48,1,680,27-01-2011 15:22,315,680.0,1,1
13329.0,789.0,2,463,08-12-2010 10:11,366,231.5,1,1
13330.0,1140.93,3,751,28-01-2011 10:08,315,250.33333333333334,1,1
13332.0,350.9,1,179,25-11-2011 13:30,13,179.0,0,1
13334.0,3502.32,3,1764,18-09-2011 15:21,81,588.0,0,1
13336.0,795.12,1,559,23-09-2011 14:05,76,559.0,0,1
13338.0,487.02,1,256,05-07-2011 09:06,157,256.0,0,1
13339.0,860.12,1,326,23-05-2011 08:31,200,326.0,1,1
13340.0,10736.48,7,5770,28-07-2011 15:20,133,824.2857142857143,0,1
13341.0,775.85,1,301,24-03-2011 09:50,260,301.0,1,1
13343.0,353.43,1,135,15-06-2011 12:24,177,135.0,1,1
13344.0,2511.69,3,952,07-03-2011 10:28,277,317.3333333333333,1,1
13345.0,389.5,1,141,25-02-2011 09:01,287,141.0,1,1
13347.0,341.36,1,205,30-09-2011 13:28,69,205.0,0,1
13348.0,233.76,1,136,06-10-2011 17:28,63,136.0,0,1
13349.0,247.32,1,225,29-11-2011 08:07,10,225.0,0,1
